order_id,Customes_name,city,state,order_date,total_units,revenue,product_name,category_name,store_name,sales_representative,staff_id,brand_name
468,Adelaida Hancock,San Pablo,CA,29-09-2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Pure Cycles
468,Adelaida Hancock,San Pablo,CA,29-09-2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,3,Surly
468,Adelaida Hancock,San Pablo,CA,29-09-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
469,Chere Mcfadden,Orchard Park,NY,29-09-2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
469,Chere Mcfadden,Orchard Park,NY,29-09-2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
469,Chere Mcfadden,Orchard Park,NY,29-09-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
470,Derrick Marks,Glendora,CA,30-09-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
470,Derrick Marks,Glendora,CA,30-09-2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Pure Cycles
470,Derrick Marks,Glendora,CA,30-09-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
471,Alane Mccarty,San Diego,CA,30-09-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
471,Alane Mccarty,San Diego,CA,30-09-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
472,Jeanett Herman,Lindenhurst,NY,30-09-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
472,Jeanett Herman,Lindenhurst,NY,30-09-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
473,Elmo Arnold,Long Beach,NY,30-09-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
474,Rory Cooper,Rocklin,CA,01-10-2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Pure Cycles
474,Rory Cooper,Rocklin,CA,01-10-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,3,Surly
475,Manie Sanchez,Queensbury,NY,01-10-2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
475,Manie Sanchez,Queensbury,NY,01-10-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
475,Manie Sanchez,Queensbury,NY,01-10-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
476,Basilia Thornton,Brentwood,NY,01-10-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
476,Basilia Thornton,Brentwood,NY,01-10-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
476,Basilia Thornton,Brentwood,NY,01-10-2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,6,Surly
476,Basilia Thornton,Brentwood,NY,01-10-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
477,Josie Schultz,Canyon Country,CA,02-10-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Surly
477,Josie Schultz,Canyon Country,CA,02-10-2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Surly
478,Jayme Zamora,Springfield Gardens,NY,02-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
479,Ivette Warren,Franklin Square,NY,03-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
479,Ivette Warren,Franklin Square,NY,03-10-2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
479,Ivette Warren,Franklin Square,NY,03-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
479,Ivette Warren,Franklin Square,NY,03-10-2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,6,Surly
479,Ivette Warren,Franklin Square,NY,03-10-2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
480,Darcel Harmon,Santa Clara,CA,04-10-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
480,Darcel Harmon,Santa Clara,CA,04-10-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
480,Darcel Harmon,Santa Clara,CA,04-10-2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
481,Jayson Rutledge,Lake Jackson,TX,04-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
481,Jayson Rutledge,Lake Jackson,TX,04-10-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
481,Jayson Rutledge,Lake Jackson,TX,04-10-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,Layla Terrell,9,Trek
482,Whitney Cash,Hamburg,NY,05-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
482,Whitney Cash,Hamburg,NY,05-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
483,Diana Cobb,Fullerton,CA,06-10-2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Pure Cycles
484,Iola Rasmussen,Monroe,NY,06-10-2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
484,Iola Rasmussen,Monroe,NY,06-10-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
484,Iola Rasmussen,Monroe,NY,06-10-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,7,Trek
484,Iola Rasmussen,Monroe,NY,06-10-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
485,Birdie Kramer,Troy,NY,06-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
485,Birdie Kramer,Troy,NY,06-10-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
486,Vinnie Chan,Forest Hills,NY,06-10-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
486,Vinnie Chan,Forest Hills,NY,06-10-2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,7,Trek
487,George Pickett,Sunnyside,NY,06-10-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
488,Evelin Vargas,Webster,NY,06-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
488,Evelin Vargas,Webster,NY,06-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
488,Evelin Vargas,Webster,NY,06-10-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
489,Carisa Carpenter,Victoria,TX,06-10-2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Rowlett Bikes,Kali Vargas,8,Trek
490,Onita Macdonald,Glen Cove,NY,07-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
490,Onita Macdonald,Glen Cove,NY,07-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
490,Onita Macdonald,Glen Cove,NY,07-10-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
490,Onita Macdonald,Glen Cove,NY,07-10-2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
491,Ji Burt,Apple Valley,CA,08-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
491,Ji Burt,Apple Valley,CA,08-10-2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
491,Ji Burt,Apple Valley,CA,08-10-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Mireya Copeland,2,Trek
492,Graciela Barber,Oxnard,CA,09-10-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
492,Graciela Barber,Oxnard,CA,09-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
492,Graciela Barber,Oxnard,CA,09-10-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Surly
493,Rosalie Coffey,Upland,CA,09-10-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
493,Rosalie Coffey,Upland,CA,09-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
493,Rosalie Coffey,Upland,CA,09-10-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Pure Cycles
494,Tanesha Sawyer,Rosedale,NY,09-10-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
495,Kecia Olsen,Santa Cruz,CA,10-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
495,Kecia Olsen,Santa Cruz,CA,10-10-2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
496,Ayanna Rhodes,Hicksville,NY,10-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
496,Ayanna Rhodes,Hicksville,NY,10-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
496,Ayanna Rhodes,Hicksville,NY,10-10-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
497,Kandis Mills,Hamburg,NY,10-10-2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
498,Divina Reeves,Newburgh,NY,10-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
498,Divina Reeves,Newburgh,NY,10-10-2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
498,Divina Reeves,Newburgh,NY,10-10-2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,6,Surly
499,Rodrick Shelton,Canyon Country,CA,11-10-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
499,Rodrick Shelton,Canyon Country,CA,11-10-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
499,Rodrick Shelton,Canyon Country,CA,11-10-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
499,Rodrick Shelton,Canyon Country,CA,11-10-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Surly
500,Julee Woodard,Richmond Hill,NY,11-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
500,Julee Woodard,Richmond Hill,NY,11-10-2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
501,Barton Cox,Amityville,NY,11-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
501,Barton Cox,Amityville,NY,11-10-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
501,Barton Cox,Amityville,NY,11-10-2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
501,Barton Cox,Amityville,NY,11-10-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
502,Shaunda Barnett,Longview,TX,12-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,9,Electra
503,Yvonne Bean,Wappingers Falls,NY,13-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
503,Yvonne Bean,Wappingers Falls,NY,13-10-2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,6,Surly
504,Mercedez Brooks,Duarte,CA,14-10-2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
504,Mercedez Brooks,Duarte,CA,14-10-2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Ritchey
505,Erlinda Osborne,West Islip,NY,14-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
506,Lory Berg,Oswego,NY,14-10-2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
506,Lory Berg,Oswego,NY,14-10-2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
507,Enoch Rosario,Fresno,CA,15-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
507,Enoch Rosario,Fresno,CA,15-10-2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,3,Electra
507,Enoch Rosario,Fresno,CA,15-10-2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,3,Surly
508,Octavia Donaldson,Levittown,NY,15-10-2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
508,Octavia Donaldson,Levittown,NY,15-10-2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Ritchey
508,Octavia Donaldson,Levittown,NY,15-10-2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,6,Surly
508,Octavia Donaldson,Levittown,NY,15-10-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
509,Jeromy Elliott,Bay Shore,NY,16-10-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
509,Jeromy Elliott,Bay Shore,NY,16-10-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
510,Ulysses Gaines,Monsey,NY,17-10-2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
511,Klara Mosley,Port Chester,NY,18-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
511,Klara Mosley,Port Chester,NY,18-10-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
512,Jacquline Duncan,Jackson Heights,NY,19-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
513,Lory Page,Bay Shore,NY,19-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
513,Lory Page,Bay Shore,NY,19-10-2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
513,Lory Page,Bay Shore,NY,19-10-2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
514,Guillermo Hart,New York,NY,19-10-2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
514,Guillermo Hart,New York,NY,19-10-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
515,Marcel Lindsay,Ossining,NY,19-10-2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
515,Marcel Lindsay,Ossining,NY,19-10-2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Heller
515,Marcel Lindsay,Ossining,NY,19-10-2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
515,Marcel Lindsay,Ossining,NY,19-10-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
516,Shila White,Orchard Park,NY,21-10-2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Heller
516,Shila White,Orchard Park,NY,21-10-2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
517,Margene Eaton,Wantagh,NY,21-10-2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
518,Juliane Dillard,Glendora,CA,22-10-2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
518,Juliane Dillard,Glendora,CA,22-10-2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
518,Juliane Dillard,Glendora,CA,22-10-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
518,Juliane Dillard,Glendora,CA,22-10-2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Heller
518,Juliane Dillard,Glendora,CA,22-10-2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Surly
519,Fran Yang,Utica,NY,22-10-2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
519,Fran Yang,Utica,NY,22-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
519,Fran Yang,Utica,NY,22-10-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,7,Pure Cycles
519,Fran Yang,Utica,NY,22-10-2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Surly
519,Fran Yang,Utica,NY,22-10-2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
520,Ronald Parsons,Maspeth,NY,23-10-2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
520,Ronald Parsons,Maspeth,NY,23-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
520,Ronald Parsons,Maspeth,NY,23-10-2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,7,Surly
521,Augustus Schmidt,Corona,NY,23-10-2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
521,Augustus Schmidt,Corona,NY,23-10-2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Heller
522,Lois Steele,Ossining,NY,23-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
522,Lois Steele,Ossining,NY,23-10-2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,7,Electra
522,Lois Steele,Ossining,NY,23-10-2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,7,Trek
523,Rebbecca Espinoza,Mount Vernon,NY,24-10-2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
523,Rebbecca Espinoza,Mount Vernon,NY,24-10-2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
523,Rebbecca Espinoza,Mount Vernon,NY,24-10-2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
523,Rebbecca Espinoza,Mount Vernon,NY,24-10-2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Heller
524,Lucas Estes,Santa Monica,CA,25-10-2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Electra
524,Lucas Estes,Santa Monica,CA,25-10-2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Ritchey
524,Lucas Estes,Santa Monica,CA,25-10-2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Surly
524,Lucas Estes,Santa Monica,CA,25-10-2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,2,Surly
524,Lucas Estes,Santa Monica,CA,25-10-2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Mireya Copeland,2,Trek
525,Omega Johnston,Canyon Country,CA,26-10-2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,3,Surly
525,Omega Johnston,Canyon Country,CA,26-10-2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,3,Surly
525,Omega Johnston,Canyon Country,CA,26-10-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Genna Serrano,3,Trek
526,Tonda Webb,Baldwinsville,NY,26-10-2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
526,Tonda Webb,Baldwinsville,NY,26-10-2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,6,Electra
526,Tonda Webb,Baldwinsville,NY,26-10-2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Surly
526,Tonda Webb,Baldwinsville,NY,26-10-2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,6,Trek
527,Irving Pitts,Torrance,CA,27-10-2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Pure Cycles
527,Irving Pitts,Torrance,CA,27-10-2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,2,Pure Cycles
527,Irving Pitts,Torrance,CA,27-10-2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Mireya Copeland,2,Trek
